Name,Rarity,Category,Subcategory,Level,Price,Bulk
Acid Flask (Major),Common,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Alchemist's Fire (Major),Common,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Blight Bomb (Major),Common,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Bottled Lightning (Major),Common,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Cryomister (Major),Uncommon,Consumables,Gadgets,17,2500 gp,L
Defiled Costa (Greater),Rare,Consumables,Spell Catalysts,17,2500 gp,L
Fire and Iceberg (Major),Uncommon,Alchemical Items,Alchemical Tools,17,2500 gp,L
Frost Vial (Major),Common,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Ghost Charge (Major),Common,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Goo Grenade (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Green Gut,Uncommon,Alchemical Items,Alchemical Tools,17,2500 gp,L
Impossible Cake (Major),Uncommon,Alchemical Items,Alchemical Tools,17,2500 gp,L
Mud Bomb (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Necrotic Bomb (Major),Common,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Pernicious Spore Bomb (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Peshspine Grenade (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Redpitch Bomb (Major),Rare,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Sixfingers Elixir (Greater),Uncommon,Alchemical Items,Alchemical Elixirs,17,2500 gp,L
Spiderfoot Brew (Major),Uncommon,Alchemical Items,Alchemical Elixirs,17,2500 gp,L
Star Grenade (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Tallow Bomb (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Tanglefoot Bag (Major),Common,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Thunderstone (Major),Common,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Twigjack Sack (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Water Bomb (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2500 gp,L
Blast Boots (Major),Uncommon,Consumables,Gadgets,17,2750 gp,L
Junk Bomb (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2750 gp,L
Pressure Bomb (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2750 gp,L
Sulfur Bomb (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,2750 gp,L
9th-Level Scroll,Common,Consumables,Scrolls,17,3000 gp,L
Alignment Ampoule (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,3000 gp,L
Bestial Mutagen (Major),Common,Alchemical Items,Alchemical Elixirs,17,3000 gp,L
Celestial Peach (Rejuvenation),Rare,Consumables,Other Consumables,17,3000 gp,L
Cognitive Mutagen (Major),Common,Alchemical Items,Alchemical Elixirs,17,3000 gp,L
Dragon's Breath Potion (Wyrm),Common,Consumables,Potions,17,3000 gp,L
Drakeheart Mutagen (Major),Common,Alchemical Items,Alchemical Elixirs,17,3000 gp,L
Dread Ampoule (Major),Common,Alchemical Items,Alchemical Bombs,17,3000 gp,L
Energy Mutagen (Major),Uncommon,Alchemical Items,Alchemical Elixirs,17,3000 gp,L
Greater Swapping Stone,Uncommon,Consumables,Other Consumables,17,3000 gp,
Juggernaut Mutagen (Major),Common,Alchemical Items,Alchemical Elixirs,17,3000 gp,L
Meteor Shot (Major),Uncommon,Consumables,Magical Ammunition,17,3000 gp,
Quicksilver Mutagen (Major),Common,Alchemical Items,Alchemical Elixirs,17,3000 gp,L
Serene Mutagen (Major),Common,Alchemical Items,Alchemical Elixirs,17,3000 gp,L
Silvertongue Mutagen (Major),Common,Alchemical Items,Alchemical Elixirs,17,3000 gp,L
Spellstrike Ammunition (Type VIII),Common,Consumables,Magical Ammunition,17,3000 gp,
Vexing Vapor (Major),Uncommon,Alchemical Items,Alchemical Bombs,17,3000 gp,L
War Blood Mutagen (Major),Uncommon,Alchemical Items,Alchemical Elixirs,17,3000 gp,L
Lock (Superior),Common,Adventuring Gear,,17,4500 gp,
Manacles (Superior),Common,Adventuring Gear,,17,5000 gp,
Handcuffs (Superior),Uncommon,Adventuring Gear,,17,6000 gp,L
False Witness (Unimpeachable),Uncommon,Services,Secret Society Membership Services,17,7500 gp,
Sovereign Steel Object (High-Grade),Rare,Materials,,17,8000 gp (per Bulk),
Warpglass Item (High-Grade),Rare,Materials,,17,8000 gp (per Bulk),
Necklace of Fireballs VII,Common,Worn Items,Other Worn Items,17,9600 gp,
Orichalcum Object (High-Grade),Rare,Materials,,17,10000 gp (per Bulk),
Orichalcum Buckler (High-Grade),Rare,Shields,Precious Material Shields,17,12000 gp,L
Brooch of Inspiration (Major),Uncommon,Worn Items,Other Worn Items,17,12500 gp,
Crystal Ball (Peridot),Uncommon,Held Items,,17,12500 gp,L
Stanching (True),Uncommon,Runes,Armor Property Runes,17,12500 gp,
Impenetrable Scale,Uncommon,Armor,Specific Magic Armor,17,12800 gp,3
Armbands of Athleticism (Greater),Common,Worn Items,Other Worn Items,17,13000 gp,L
Cauldron of Nightmares,Rare,Held Items,,17,13000 gp,1
Cloak of the Bat (Greater),Common,Worn Items,Other Worn Items,17,13000 gp,L
Clockwork Helm,Rare,Worn Items,Other Worn Items,17,13000 gp,L
Gearblade,Rare,Weapons,Specific Magic Weapons,17,13000 gp,2
Phylactery of Faithfulness (Greater),Common,Worn Items,Other Worn Items,17,13000 gp,L
Robe of Eyes,Uncommon,Worn Items,Other Worn Items,17,13000 gp,1
Wyrm Drinker,Unique,Staves,,17,13000 gp,1
Orichalcum Shield (High-Grade),Rare,Shields,Precious Material Shields,17,13200 gp,1
Adamantine Weapon (High-Grade),Uncommon,Weapons,Precious Material Weapons,17,13500 gp (+1350 gp per Bulk),
Darkwood Weapon (High-Grade),Uncommon,Weapons,Precious Material Weapons,17,13500 gp (+1350 gp per Bulk),
Ethereal,Uncommon,Runes,Armor Property Runes,17,13500 gp,
Insistent Door Knocker (Major),Common,Held Items,,17,13500 gp,1
Inubrix Weapon (High-Grade),Rare,Weapons,Precious Material Weapons,17,13500 gp (+1350 gp per Bulk),
Messenger's Ring (Greater),Common,Worn Items,Other Worn Items,17,13500 gp,
Mithral Weapon (High-Grade),Uncommon,Weapons,Precious Material Weapons,17,13500 gp (+1350 gp per Bulk),
Queasy Lantern (Greater),Uncommon,Held Items,,17,13500 gp,1
Flame Tongue (Greater),Common,Weapons,Specific Magic Weapons,17,13800 gp,1
Daredevil Boots (Greater),Common,Worn Items,Other Worn Items,17,14000 gp,L
Jerkin of Liberation,Uncommon,Armor,Specific Magic Armor,17,14000 gp,1
Noqual Buckler (High-Grade),Rare,Shields,Precious Material Shields,17,14000 gp,L
Prismatic Plate,Uncommon,Armor,Specific Magic Armor,17,14000 gp,1
Shadow (Major),Common,Runes,Armor Property Runes,17,14000 gp,
Warpglass Weapon (High-Grade),Rare,Weapons,Precious Material Weapons,17,14000 gp (+ 1400 gp per Bulk),
Codebreaker's Parchment (Major),Common,Held Items,,17,14500 gp,L
Cursebreak Bulwark,Uncommon,Shields,Specific Shields,17,14500 gp,4
Voyager's Pack,Uncommon,Worn Items,Other Worn Items,17,14800 gp,
Aeon  Stone (Black Disc),Uncommon,Worn Items,Other Worn Items,17,15000 gp,
Alchemist Goggles (Major),Common,Worn Items,Other Worn Items,17,15000 gp,
Anklets of Alacrity,Common,Worn Items,Apex Items,17,15000 gp,
Belt of Giant Strength,Common,Worn Items,Apex Items,17,15000 gp,L
Belt of Regeneration,Common,Worn Items,Apex Items,17,15000 gp,L
Celestial Peachwood Sword,Rare,Weapons,Specific Magic Weapons,17,15000 gp,L
Circlet of Persuasion,Common,Worn Items,Apex Items,17,15000 gp,
Diadem of Intellect,Common,Worn Items,Apex Items,17,15000 gp,L
Dread Blindfold,Common,Worn Items,Other Worn Items,17,15000 gp,
Headband of Inspired Wisdom,Common,Worn Items,Apex Items,17,15000 gp,
Impactful (Greater),Common,Runes,Weapon Property Runes,17,15000 gp,
Luck Blade,Rare,Weapons,Specific Magic Weapons,17,15000 gp,L
Magic Wand (8th-Level Spell),Common,Wands,Magic Wands,17,15000 gp,L
Ouroboros Flail (Greater),Common,Weapons,Specific Magic Weapons,17,15000 gp,2
Phantom Shroud,Uncommon,Worn Items,Other Worn Items,17,15000 gp,L
Screech Shooter (Major),Uncommon,Weapons,Beast Guns,17,15000 gp,2
Siccatite Weapon (High-Grade),Rare,Weapons,Precious Material Weapons,17,15000 gp (+1500 gp per Bulk),
Spellcutter,Unique,Weapons,Specific Magic Weapons,17,15000 gp,1
Tentacle Cannon (Major),Uncommon,Weapons,Beast Guns,17,15000 gp,2
Vorpal,Rare,Runes,Weapon Property Runes,17,15000 gp,
Wand of Continuation (7th-Level Spell),Common,Wands,Specialty Wands,17,15000 gp,L
Wand of Manifold Missiles (7th-Level Spell),Common,Wands,Specialty Wands,17,15000 gp,L
Wand of Overflowing Life (7th-Level Spell),Common,Wands,Specialty Wands,17,15000 gp,L
Wand of Thundering Echoes (7th-Level),Uncommon,Wands,Specialty Wands,17,15000 gp,L
Noqual Shield (High-Grade),Rare,Shields,Precious Material Shields,17,15400 gp,1
Magnetite Scope (Greater),Common,Customizations,Scopes,17,16000 gp,L
Magnifying Scope (Major),Common,Customizations,Scopes,17,16000 gp,L
Cloak of Repute (Major),Common,Worn Items,Other Worn Items,17,21750 gp,1
Unmemorable Mantle (Major),Common,Worn Items,Other Worn Items,17,21750 gp,1
Vonthos's Golden Bridge,Unique,Vehicles,,17,50000 gp,
Poisonous Cloak Type IV,Rare,Cursed Items,,17,,L
Stone of Unrivaled Skill,Rare,Contracts,Bargained Contracts,17,,
Focus Cathartic (Major),Common,Alchemical Items,Alchemical Elixirs,18,3250 gp,L
Sinew-Shock Serum (Major),Common,Alchemical Items,Alchemical Elixirs,18,3250 gp,L
Universal Solvent (Major),Common,Alchemical Items,Alchemical Tools,18,3250 gp,L
Awakened Metal Shot (Awakened Adamantine Shot),Uncommon,Consumables,Magical Ammunition,18,3500 gp,
Avalanche of Stones Snare,Uncommon,Snares,,18,3750 gp,
Crystal Shards (Major),Common,Alchemical Items,Alchemical Bombs,18,4000 gp,L
Explosive Mine (Major),Uncommon,Consumables,Gadgets,18,4000 gp,L
King's Sleep,Common,Alchemical Items,Alchemical Poisons,18,4000 gp,L
Potion of Undetectability,Common,Consumables,Potions,18,4400 gp,L
Bottled Sunlight (Major),Common,Alchemical Items,Alchemical Bombs,18,4500 gp,L
Clockwork Rejuvenator,Rare,Consumables,Other Consumables,18,4500 gp,L
Crimson Worm Repellent,Uncommon,Alchemical Items,Alchemical Tools,18,4500 gp,L
Applereed Mutagen (Greater),Rare,Alchemical Items,Alchemical Elixirs,18,5000 gp,L
Healing Potion (Major),Common,Consumables,Potions,18,5000 gp,L
Oil of Unlife (Major),Common,Consumables,Oils,18,5000 gp,L
Potion of Retaliation (Major),Common,Consumables,Potions,18,5000 gp,L
Sun Orchid Poultice,Rare,Alchemical Items,Alchemical Tools,18,5000 gp,L
Vaccine (Major),Rare,Alchemical Items,Alchemical Elixirs,18,5000 gp,L
Grisantian Hide Object (High-Grade),Rare,Materials,,18,12000 gp (per Bulk),
Inubrix Armor (High-Grade),Rare,Armor,Precious Material Armor,18,18000 gp (+1800 gp per Bulk),
Reflecting Shield,Uncommon,Shields,Specific Shields,18,18000 gp,L
Midday Lantern (Major),Uncommon,Held Items,,18,18750 gp,L
Twilight Lantern (Major),Uncommon,Held Items,,18,18750 gp,L
Inexplicable Apparatus,Common,Worn Items,Other Worn Items,18,19000 gp,2
Maestro's Instrument (Greater),Common,Held Items,,18,19000 gp,1
Marvelous Medicines (Greater),Common,Held Items,,18,19000 gp,1
Nosoi Charm (Greater),Rare,Held Items,,18,19000 gp,
Peachwood Weapon (High-Grade),Uncommon,Weapons,Precious Material Weapons,18,19000 gp (+1900 gp per Bulk),
Thurible of Revelation (Greater),Common,Held Items,,18,19000 gp,1
Tornado Trompo,Common,Held Items,,18,19000 gp,L
Sisterstone Armor (High-Grade),Rare,Armor,Precious Material Armor,18,19500 gp (plus 1950 gp per Bulk),
Blade of Four Energies (Greater),Common,Weapons,Specific Magic Weapons,18,20000 gp,L
Clockwork Cloak,Uncommon,Worn Items,Other Worn Items,18,20000 gp,L
Cold Iron Armor (High-Grade),Common,Armor,Precious Material Armor,18,20000 gp (+2000 gp per Bulk),
Goggles of Night (Major),Common,Worn Items,Other Worn Items,18,20000 gp,
Silver Armor (High-Grade),Common,Armor,Precious Material Armor,18,20000 gp (+2000 gp per Bulk),
Armor Potency (+3),Common,Runes,Fundamental Armor Runes,18,20560 gp,
Dread (Greater),Uncommon,Runes,Armor Property Runes,18,21000 gp,
Ring of Maniacal Devices (Greater),Common,Worn Items,Other Worn Items,18,21000 gp,
Stampede Medallion (Major),Common,Worn Items,Eidolon Items,18,21000 gp,L
Storm Flash (Greater),Common,Weapons,Specific Magic Weapons,18,21000 gp,1
Anchoring (Greater),Uncommon,Runes,Weapon Property Runes,18,22000 gp,
Breastplate of Command (Greater),Common,Armor,Specific Magic Armor,18,22000 gp,2
Cape of the Open Sky,Rare,Worn Items,Other Worn Items,18,22000 gp,L
Djezet Weapon (High-Grade),Rare,Weapons,Precious Material Weapons,18,22000 gp (+2200 gp per Bulk),
Mantle of the Grogrisant,Unique,Worn Items,Other Worn Items,18,22000 gp,L
Possibility Tome,Common,Held Items,,18,22000 gp,2
Orichalcum Weapon (High-Grade),Rare,Weapons,Precious Material Weapons,18,22500 gp (+ 2250 gp per Bulk),
Singing Shortbow (Greater),Common,Weapons,Specific Magic Weapons,18,22500 gp,1
Endless Grimoire (True),Common,Grimoires,,18,23000 gp,L
Shadow's Heart,Rare,Weapons,Specific Magic Weapons,18,23000 gp,L
Life's Last Breath,Unique,Weapons,Specific Magic Weapons,18,23500 gp,2
Abysium Weapon (High-Grade),Rare,Weapons,Precious Material Weapons,18,24000 gp (+2400 gp per Bulk),
Archivist's Gaze,Common,Worn Items,Apex Items,18,24000 gp,
Breath Blaster (Major),Uncommon,Weapons,Beast Guns,18,24000 gp,2
Brilliant (Greater),Common,Runes,Weapon Property Runes,18,24000 gp,
Dragon's Breath (8th-Level Spell),Uncommon,Runes,Accessory Runes,18,24000 gp,
Emberheart,Common,Worn Items,Apex Items,18,24000 gp,
Final Rest,Common,Weapons,Specific Magic Weapons,18,24000 gp,1
Fortification (Greater),Common,Runes,Armor Property Runes,18,24000 gp,
Indestructible Shield,Rare,Shields,Specific Shields,18,24000 gp,1
Magic Armor (+3 Greater Resilient),Common,Armor,Basic Magic Armor,18,24000 gp,
Mask of Allure,Common,Worn Items,Apex Items,18,24000 gp,L
Mercurial Mantle,Common,Worn Items,Apex Items,18,24000 gp,L
Noqual Weapon (High-Grade),Rare,Weapons,Precious Material Weapons,18,24000 gp (+2400 gp per Bulk),
Sage's Lash,Common,Worn Items,Apex Items,18,24000 gp,1
Staff of Nature's Vengeance (Major),Common,Staves,,18,24000 gp,1
Staff of the Dreamlands (Major),Uncommon,Staves,,18,24000 gp,1
Titan's Grasp,Common,Worn Items,Apex Items,18,24000 gp,L
Torag's Silver Anvil,Uncommon,Weapons,Specific Magic Weapons,18,24000 gp,2
Wand of Crackling Lightning (8th-Level Spell),Common,Wands,Specialty Wands,18,24000 gp,L
Wand of Noisome Acid (8th-Level Spell),Uncommon,Wands,Specialty Wands,18,24000 gp,L
Wand of Slaying (8th-Level Spell),Common,Wands,Specialty Wands,18,24000 gp,L
Wand of Teeming Ghosts (8th-Level Spell),Uncommon,Wands,Specialty Wands,18,24000 gp,L
Wand of Widening (8th-Level Spell),Common,Wands,Specialty Wands,18,24000 gp,L
Wand of the Snowfields (7th-Level Spell),Common,Wands,Specialty Wands,18,24000 gp,L
Genius Diadem,Rare,Intelligent Items,,18,,L
Dragon's Blood Pudding (Major),Uncommon,Alchemical Items,Alchemical Tools,19,5500 gp,L
Ambrosia of Undying Hope,Rare,Alchemical Items,Alchemical Elixirs,19,6200 gp,L
Black Lotus Extract,Common,Alchemical Items,Alchemical Poisons,19,6500 gp,L
Oblivion Essence,Uncommon,Alchemical Items,Alchemical Poisons,19,6500 gp,L
10th-Level Scroll,Common,Consumables,Scrolls,19,8000 gp,L
Ablative Armor Plating (True),Uncommon,Consumables,Gadgets,19,8000 gp,1
Ablative Shield Plating (True),Uncommon,Consumables,Gadgets,19,8000 gp,1
Elixir of Life (True),Common,Alchemical Items,Alchemical Elixirs,19,8000 gp,L
Panacea Fruit,Rare,Consumables,Other Consumables,19,8000 gp,L
Spellstrike Ammunition (Type IX),Common,Consumables,Magical Ammunition,19,8000 gp,
Aeon Stone (Lavender and Green Ellipsoid),Uncommon,Worn Items,Other Worn Items,19,30000 gp,
Luck Blade (Wishing),Rare,Weapons,Specific Magic Weapons,19,30000 gp,L
Striking (Major),Common,Runes,Fundamental Weapon Runes,19,31065 gp,
Adamantine Armor (High-Grade),Uncommon,Armor,Precious Material Armor,19,32000 gp (+3200 gp per Bulk),
Crystal Ball (Obsidian),Uncommon,Held Items,,19,32000 gp,L
Darkwood Armor (High-Grade),Uncommon,Armor,Precious Material Armor,19,32000 gp (+3200 gp per Bulk),
Dragonhide Armor (High-Grade),Uncommon,Armor,Precious Material Armor,19,32000 gp (+3200 gp per Bulk),
Mithral Armor (High-Grade),Uncommon,Armor,Precious Material Armor,19,32000 gp (+3200 gp per Bulk),
Noqual Armor (High-Grade),Rare,Armor,Precious Material Armor,19,32000 gp (+3200 gp per Bulk),
Robe of the Archmagi (Greater),Uncommon,Worn Items,Other Worn Items,19,32000 gp,1
Siccatite Armor (High-Grade),Rare,Armor,Precious Material Armor,19,32000 gp (+3200 gp per Bulk),
Sisterstone Weapon (High-Grade),Rare,Weapons,Precious Material Weapons,19,32000 gp (plus 3200 gp per Bulk),
Skyrider Sword (Greater),Uncommon,Weapons,Specific Magic Weapons,19,32000 gp,1
Sovereign Steel Weapon (High-Grade),Rare,Weapons,Precious Material Weapons,19,32000 gp (+3200 gp per Buk),
Stone Circle (Greater),Uncommon,Structures,,19,32000 gp,
Grisantian Pelt Armor (High-Grade),Rare,Armor,Precious Material Armor,19,33000 gp (+3300 gp per Bulk),
Umbraex Eye,Rare,Held Items,,19,34000 gp,1
Wovenwood Shield (True),Uncommon,Shields,Specific Shields,19,34000 gp,1
Djezet Armor (High-Grade),Rare,Armor,Precious Material Armor,19,35000 gp (+3500 gp per Bulk),
Ivory Baton (Greater),Rare,Held Items,,19,35000 gp,1
Mask of the Banshee (Greater),Common,Worn Items,Other Worn Items,19,35000 gp,
Winged (Greater),Common,Runes,Armor Property Runes,19,35000 gp,
Locket of Sealed Nightmares,Rare,Worn Items,Other Worn Items,19,36000 gp,
Mattock of the Titans,Uncommon,Weapons,Specific Magic Weapons,19,36000 gp,16
Abysium Armor (High-Grade),Rare,Armor,Precious Material Armor,19,40000 gp (+4000 gp per Bulk),
Aeon Stone (Pale Orange Rhomboid),Uncommon,Worn Items,Other Worn Items,19,40000 gp,
Berserker's Cloak (Greater),Common,Worn Items,Other Worn Items,19,40000 gp,1
Handwraps of Mighty Blows (+3 Major Striking),Common,Worn Items,Other Worn Items,19,40000 gp,
Kraken's Guard,Uncommon,Shields,Specific Shields,19,40000 gp,1
Magic Wand (9th-Level Spell),Common,Wands,Magic Wands,19,40000 gp,L
Magic Weapon (+3 Major Striking),Common,Weapons,Basic Magic Weapons,19,40000 gp,
Sky-Piercing Bow,Rare,Weapons,Specific Magic Weapons,19,40000 gp,L
Sturdy Shield (Supreme),Common,Shields,Specific Shields,19,40000 gp,1
Third Eye,Common,Worn Items,Other Worn Items,19,40000 gp,
Wand of Continuation (8th-Level Spell),Common,Wands,Specialty Wands,19,40000 gp,L
Wand of Overflowing Life (8th-Level Spell),Common,Wands,Specialty Wands,19,40000 gp,L
Wand of Spiritual Warfare (8th-Level),Uncommon,Wands,Specialty Wands,19,40000 gp,L
Wand of Thundering Echoes (8th-Level),Uncommon,Wands,Specialty Wands,19,40000 gp,L
Death Coil,Rare,Snares,,20,9000 gp,
Major Swapping Stone,Uncommon,Consumables,Other Consumables,20,9000 gp,
Flying Blade Wheel Snare,Common,Snares,,20,10000 gp,
Instant Evisceration Snare,Common,Snares,,20,10000 gp,
Ring of Recalcitrant Wishes,Rare,Worn Items,Other Worn Items,20,10000 gp,
Tears of Death,Common,Alchemical Items,Alchemical Poisons,20,12000 gp,L
Celestial Hair,Rare,Consumables,Talismans,20,12500 gp,
Antimagic Oil,Rare,Consumables,Oils,20,13000 gp,L
Potion of Annulment (Greater),Rare,Consumables,Potions,20,13000 gp,L
Nightmare Salt,Rare,Alchemical Items,Alchemical Poisons,20,14000 gp,L
Resilient (Major),Common,Runes,Fundamental Armor Runes,20,49440 gp,
Sovereign Steel Armor (High-Grade),Rare,Armor,Precious Material Armor,20,50000 gp (+5000 gp per Buk),
Elven Chain (High-Grade),Uncommon,Armor,Precious Material Armor,20,52000 gp,L
Orichalcum Armor (High-Grade),Rare,Armor,Precious Material Armor,20,55000 gp (+5500 gp per Bulk),
Staff-Storing Shield (True),Common,Shields,Specific Shields,20,55000 gp,1
True Name Amulet (Major),Rare,Worn Items,Other Worn Items,20,55000 gp,
Wardrobe Stone (Greater),Uncommon,Held Items,,20,55000 gp,L
Bracers of Armor III,Common,Worn Items,Other Worn Items,20,60000 gp,L
Drum of Upheaval,Uncommon,Held Items,,20,60000 gp,1
Planar Ribbon,Unique,Held Items,,20,60000 gp,L
Whisper of the First Lie,Rare,Worn Items,Other Worn Items,20,60000 gp,
